N_SOIL,P_SOIL,K_SOIL,TEMPERATURE,HUMIDITY,ph,RAINFALL,STATE,CROP_PRICE,CROP
0.0571428571428571,0.9571428571428572,0.97,0.5894952411287757,0.7848683259230995,0.4403616372591236,0.1649841939532011,0.76,0.0159419323655394,0.3333333333333333
0.5328278518038675,0.32729907609365927,0.1630136691581952,0.46132190070576856,0.7997900311541077,0.5262315586006625,0.7134680575252322,0.07205467663278076,0.04432765732960184,0.9523809523809524
0.5116550103344268,0.3538577360645149,0.1777576767437778,0.4424060915178413,0.8038673230642437,0.38041627358479896,0.8300857412903051,0.13931286201659257,0.016712062765646657,0.9523809523809524
0.5616658955074129,0.2444637073448454,0.1590830634275945,0.3836925585284065,0.7859915762199037,0.48057841743044194,0.6994485258861396,0.05633225371037805,0.032192608068742655,0.9523809523809524
0.2071428571428571,0.8357142857142857,0.955,0.9504492197093536,0.7803886908878209,0.3317984262991859,0.1898961035560345,0.8,0.0586009766829447,0.3333333333333333
0.43265677366235006,0.3318998142269517,0.09350129876542512,0.33670352837651407,0.5448593638814353,0.5140501663964271,0.19988733124679983,0.33863895967092983,0.012803676631918243,0.5031787262394449
0.06406341325204057,0.3064759540418362,0.07468877855285691,0.5964153649001401,0.8172671471264874,0.44982561353186434,0.12748177432979202,0.40124488578857237,0.02602799090556219,0.6666666666666666
0.0428571428571428,0.4571428571428571,0.07,0.5182417838433547,0.3200759620228008,0.1937964728107086,0.2667739155451757,0.4,0.0291504858414306,0.8571428571428571
0.6492064551127428,0.0897817394125964,0.20930556482236498,0.5566457074699713,0.9278875147397819,0.48183633640812956,0.020218791997682426,0.8455554814210801,0.00840014556251163,0.7142857142857142
0.1928571428571428,0.3642857142857142,0.075,0.2994012431767252,0.0729718830525225,0.3169254358260823,0.2685194680055061,0.28,0.0104001733362222,0.4285714285714285
0.1428571428571428,0.5285714285714286,0.36,0.2790319145969503,0.0206172187147172,0.644433010817762,0.2015973301630385,0.24,0.0058167636127268,0.1428571428571428
0.017940023733751517,0.2868981697849301,0.10397514472868098,0.5756507509970711,0.8380515519821153,0.4185246652295178,0.15447204896400762,0.41133702492043916,0.008726803513840534,0.68916076373103
0.35495858726273866,0.47784333861138906,0.36688707871503456,0.31487631295930907,0.04007507725358339,0.5680403519704363,0.18734728267814052,0.28,0.032071779817396916,0.1428571428571428
0.6785714285714286,0.3571428571428571,0.185,0.5156315122716677,0.7919623117613115,0.3803700651141593,0.6220113042009683,0.08,0.0299838330638844,0.9523809523809524
0.7419799431530006,0.19696299177067267,0.10121259057605292,0.438737197022603,0.5631961108329656,0.5584471999285787,0.5242312110631424,1.0,0.010573036252875326,0.238095238095238
0.2285714285714285,0.0928571428571428,0.04,0.143818639487165,0.9039465362843854,0.3949115517281975,0.3153454893761538,0.92,0.0124835413923565,0.7619047619047619
0.2645814193120947,0.4458325677248378,0.3652069935184663,0.2837433976931131,0.05477275430820515,0.5531581293266832,0.20445583145580595,0.24833118962954615,0.016752265388047756,0.1428571428571428
0.1707064840045436,0.07688572735089526,0.11831454794880729,0.5789423893577544,0.9419784497510296,0.38075867479777786,0.5993761817343457,0.92,0.024237876800195773,0.1904761904761904
0.6142857142857142,0.15,0.11,0.5252747410270895,0.4506989525044145,0.400666419140451,0.6187083963574441,1.0,0.0316505275087918,0.238095238095238
0.7611734404799826,0.5908061166674251,0.24712856333439515,0.5056996452810462,0.8018680751542553,0.3682278232620257,0.3384172634319828,0.6476571644416129,0.015453825619758232,0.0476190476190476
0.10416726852185727,0.10677486363334021,0.011825316578038012,0.7160487843282813,0.8900344475891007,0.6576544845057937,0.3451531648198312,0.92,0.0029007023646928447,0.7619047619047619
0.3677770393033327,0.16945679760488322,0.16858900302669758,0.5141033754883738,0.9079922669397157,0.3784768154818504,0.6382427995834191,0.92,0.0034912303925803984,0.2812349302434842
0.9,0.2285714285714286,0.0799999999999999,0.488504639995712,0.8155317773797902,0.4836034069781374,0.204142912801241,0.92,0.0091501525025417,0.2857142857142857
0.8778298351735735,0.24252422107201654,0.07953390950082319,0.45446117819474163,0.7468741358674379,0.5102086747100674,0.26087178844652537,0.92,0.018639171024535658,0.2857142857142857
0.27563409099544334,0.3697512581924414,0.050882017037898616,0.5932131979216451,0.8478718673728434,0.5359169408712929,0.08480476604330558,0.40352806815159487,0.008856141923065799,0.6666666666666666
0.8335263016127249,0.29987236474886175,0.08774728903125956,0.45538882944013764,0.7467497951715159,0.680796050613839,0.19393789732838845,0.92,0.003279920688164055,0.2857142857142857
0.6518764890371912,0.33847741629884054,0.1670438723938744,0.4994181708296752,0.7908744992125956,0.5331760885894701,0.9617592259313268,0.18773676563675373,0.0106465214092006,0.9523809523809524
0.25887814808849124,0.4376512700202404,0.29319129859308635,0.2676688230971877,0.059800536435916526,0.5220534623650555,0.249399930969669,0.24971762929555108,0.021493655227438267,0.21226878068250754
0.7571428571428571,0.0785714285714285,0.245,0.5777506192079986,0.9033343047006568,0.4791536610784808,0.0162908965835902,0.92,0.0054000900015,0.7142857142857142
0.4504291361984105,0.25800112953967824,0.1990988139833379,0.47240600391653415,0.8443364400082327,0.5608070838738014,0.6322716580444405,0.92,0.005187284805405018,0.3809523809523809
0.2357142857142857,0.9214285714285714,1.0,0.3503849761319436,0.93417606117352,0.401342305651989,0.3396098310440719,0.92,0.0462341039017317,0.0
0.2529772021088668,0.21681572909864533,0.0799999999999999,0.5603577576946166,0.7938994878376396,0.4936394940814278,0.1378748905380605,0.39493997037413797,0.029192653457773058,0.6630523597910509
0.6142095263510263,0.17150475936325935,0.145788890371432,0.5022047807056503,0.5105143963751794,0.5031908041555867,0.46336974660065644,1.0,0.031623861287213964,0.238095238095238
0.02989706262630082,0.1462639009421782,0.16947694613190495,0.44628048165488615,0.8951981236674279,0.5539871512110139,0.30000385071751623,0.6372103793701598,0.023040994475079936,0.9047619047619048
0.17537702790375215,0.18893610916147852,0.1077255276413035,0.5752636807754778,0.44793592134799226,0.4154684835635274,0.26125935934353167,0.72,0.05944529562811124,0.5714285714285714
0.6798832012338213,0.09407207509374607,0.24176869342929722,0.47953158500754844,0.8185410472323656,0.5107145270410943,0.1178560404169739,0.8,0.01569504382227989,1.0
0.2214285714285714,0.15,0.0199999999999999,0.0824472489312164,0.9215447234033142,0.6316018138165747,0.2981486423279835,0.92,0.0079834663911065,0.7619047619047619
0.10980163403329041,0.29369061638558563,0.09,0.4398633394027917,0.5349664563155299,0.5801315463479653,0.12451749834574422,0.4,0.011960389977050137,0.6412040931345634
0.7912811979625048,0.007221654387588998,0.24,0.5065287278959426,0.8672152399999807,0.4370448000037738,0.0927777900421748,0.8,0.011325258361599021,1.0
0.7576064868994016,0.5180630986547708,0.203617791547083,0.493098615928391,0.8109990808370874,0.39011421365760657,0.26113108764973547,0.72,0.0069686231878172186,0.0476190476190476
0.65,0.05,0.205,0.4539165687050487,0.8310563922243136,0.4415304483719726,0.1009557712811507,0.8,0.0120918681978032,1.0
0.7857142857142857,0.1214285714285714,0.21,0.5797992258714589,0.9048088553694474,0.4259373665599001,0.0169835264973808,0.8,0.0118168636143935,0.7142857142857142
0.4670309046225691,0.3489340974674649,0.08115673352840312,0.40530404723421387,0.6639728553521319,0.4903868805438051,0.2775379109410953,0.2,0.009779535243456103,0.5238095238095237
0.8266020112487087,0.07275718425180776,0.2077242815748192,0.5159967813509838,0.8502373316105978,0.4092236851581768,0.06503072648543118,0.8217942525985538,0.025903749666090055,0.8443267671531874
0.489317029114564,0.32103302945402357,0.16559759952475653,0.4991504303062479,0.7193846668212635,0.582756431855824,0.6404866503916504,0.9750438407603895,0.016477801466986623,0.3809523809523809
0.166422471300879,0.3167582637110985,0.08649572991061533,0.5330566416095651,0.4860161772092247,0.5669766326312634,0.09647160683547241,0.4,0.011630605952836378,0.6190476190476191
0.07212280939704772,0.4601202864748563,0.07097193315586686,0.4554601878073994,0.63519545221624,0.5820876351010301,0.07842055066788532,0.5180561336882663,0.07650184788894185,0.4761904761904761
0.377447204357988,0.4714285714285714,0.05429782615823472,0.5431521655790399,0.6316561380821062,0.5519361248624007,0.18641181306075766,0.44,0.01166631737161507,0.0952380952380952
0.14943310017093098,0.12713530923892455,0.11759920747008708,0.5296271023899618,0.9722579158395638,0.33870247709555634,0.5204488472514022,0.92,0.015813072934217555,0.1904761904761904
0.6357142857142857,0.1214285714285714,0.235,0.4611540991217802,0.8381541544917469,0.4218360366929714,0.1183227258041494,0.8,0.0119001983366389,1.0
0.025644918493909014,0.27245149210963476,0.1103798384980619,0.566253097802853,0.8421663932840266,0.4144375404070298,0.16516803034011762,0.4194271644186045,0.009316719350845706,0.7052126278146914
0.7149872866637031,0.06844178650546692,0.23241814988923462,0.4675024424670916,0.7933212084182839,0.42998416500841746,0.08561720245137129,0.8,0.012501682407231101,1.0
0.15607441134463074,0.9670558085084731,0.985,0.4083317847430582,0.905411397522985,0.3396596232825735,0.3051404940684442,0.92,0.004969796198806718,0.0
0.7627237377818376,0.20035798045094017,0.10731206026325643,0.45711813917389094,0.5194745865448163,0.5285666007930832,0.47673968220885143,1.0,0.009385531189841872,0.238095238095238
0.6642857142857143,0.15,0.11,0.4524207832882129,0.4923981295181467,0.5883764485218967,0.4221075000573445,1.0,0.0124835413923565,0.238095238095238
0.15490616941898874,0.3010340918887909,0.0899394088440247,0.5359608253789913,0.531145911829169,0.3682740381791059,0.1926927137451627,0.613010180501465,0.0496424255980082,0.5289722938497876
0.7642857142857142,0.3785714285714285,0.0499999999999999,0.4279220492481129,0.7176183544385056,0.6300308652371243,0.2027147749089624,0.92,0.008316805280088,0.2857142857142857
0.03788238482937097,0.021631830720610645,0.0014702422124172015,0.0669543305005162,0.908799638720586,0.4757513554710766,0.3323341746723435,0.9165852438937407,0.0034313395120028297,0.7632598238516901
0.6941920671907867,0.06368466101628703,0.21283879608053743,0.5094744538946306,0.8446183980506248,0.5242846066904004,0.10496340622255539,0.8,0.054599529733823315,1.0
0.13703341283324477,0.4470319639823419,0.08807711811454462,0.5083377780210275,0.7474470189719096,0.5179507493021672,0.1179438521142254,0.43815322203345725,0.018618431308369484,0.5758256618251018
0.2642857142857143,0.4071428571428571,0.0849999999999999,0.4360052566707348,0.5525311948183672,0.6053793292300029,0.1062327302836459,0.48,5.0000833347222455e-05,0.4761904761904761
0.8451159433788379,0.2808302290931237,0.05691697709068763,0.4320328119655489,0.7624401698935472,0.5749516516870672,0.1836487738409066,0.92,0.00957374480485609,0.2857142857142857
0.20627413398396185,0.017864568698361862,0.135,0.562599747257585,0.9062868994341036,0.435282539970017,0.6148895307782473,0.92,0.00829363300543779,0.1904761904761904
0.7884572776450468,0.13681886790184233,0.20922679246871034,0.5641217077326296,0.8983511533082469,0.415354255512413,0.005350780589437353,0.8184535849374207,0.016547859995187552,0.7142857142857142
0.23667652581292845,0.9840656789251688,0.9804804566833318,0.07588302198474084,0.7805778339047413,0.3532285995834047,0.1740750049396356,0.7646160990095272,0.014631434845314512,0.3333333333333333
0.4642857142857142,0.2428571428571428,0.2,0.4258954642202689,0.6606326797820092,0.5074770228080636,0.590094267004506,0.92,0.0049834163902731,0.3809523809523809
0.17191710648151276,0.3381569609789927,0.09189464969137262,0.521469730163609,0.5113464336066397,0.5837399281431046,0.07296717555178749,0.4,0.0091501525025417,0.6190476190476191
0.7922224856791859,0.291383408138194,0.06639683856967359,0.39898487376635994,0.7691373283501063,0.5574314813112189,0.17748702456877155,0.92,0.005455907634628169,0.2857142857142857
0.0428571428571428,0.1785714285714285,0.175,0.4001364142836668,0.9005306911358221,0.4442413386661172,0.3116759872392134,0.52,0.0124835413923565,0.9047619047619048
0.5414743040985085,0.26935499195690255,0.18258050723878771,0.48383309126745705,0.7539887470185647,0.48614526462879315,0.5681751079756869,0.92,0.023279583587124987,0.3809523809523809
0.1142857142857142,0.4285714285714285,0.055,0.2669914414923948,0.5622762401526776,0.4002855878619747,0.1092211612396579,0.48,0.0,0.4761904761904761
0.14397409432147548,0.5050779049910596,0.06533180024061266,0.4631320356399987,0.5924086974028925,0.5855071807321197,0.10181403124003657,0.48,0.013243792798377372,0.4761904761904761
0.3214285714285714,0.4,0.365,0.3059074286040241,0.0210485322400912,0.4641492834301863,0.2202888908051581,0.28,0.0187336455607593,0.1428571428571428
0.0357142857142857,0.0714285714285714,0.165,0.2707806790386077,0.8621843673393609,0.3428479211163184,0.3156629000641824,0.52,0.0124835413923565,0.9047619047619048
0.0142857142857142,0.9,0.97,0.3916384945123747,0.8978781284405469,0.3907442590809982,0.3736559443977955,0.92,0.0229003816730278,0.0
0.29874143907552314,0.06721666266496808,0.14258025945375796,0.5683631275971271,0.9208648506289988,0.4177385109392612,0.7072797921633975,0.9255129159663694,0.013957235815628695,0.21672817126842572
0.6642857142857143,0.3642857142857142,0.185,0.4313240730108305,0.7928680409428528,0.6030802794687624,0.6282891544590585,0.08,0.0099834997249954,0.9523809523809524
0.2382658365111061,0.9106782592995427,0.9854591306346037,0.18155065150030836,0.7684472960378262,0.36256034782676394,0.1945847559527319,0.7981634774615853,0.014800681743717537,0.3333333333333333
0.1642857142857142,0.4285714285714285,0.075,0.4079572189034974,0.0952835322365099,0.3622185364621717,0.3167146698127136,0.28,0.0458174302905048,0.4285714285714285
0.2285714285714285,1.0,0.99,0.4305578233917854,0.893405909312304,0.4513084718494852,0.3211272890847804,0.92,0.0086501441690694,0.0
0.7785714285714286,0.1142857142857142,0.25,0.4612588023936327,0.8804692522614849,0.5078310911094046,0.1337823147679127,0.8,0.0129002150035833,1.0
0.5982920824547016,0.24001061361497877,0.14800742953048518,0.4163847579348107,0.45130383890525627,0.5333799189211854,0.3539115650267818,1.0,0.015085605543039955,0.238095238095238
0.2932099518166829,0.41756313539085943,0.3773765168641609,0.3439524820413981,0.033910553306463545,0.5730381612477402,0.22462685605081104,0.2598902372125875,0.0520103653876458,0.1428571428571428
0.4805049243934754,0.4285714285714285,0.23073545221107275,0.6074429843994937,0.916905217172562,0.48245811440126773,0.2455822842217828,0.92,0.007084403342062599,0.8095238095238095
0.4857142857142857,0.4071428571428571,0.225,0.6994845287759385,0.915805252541883,0.5400878972961352,0.6370315189406712,0.92,0.0289421490358172,0.8095238095238095
0.2659755351289176,0.42852118829938396,0.05798593272382749,0.7264258989963746,0.5926172702755433,0.5763383290425962,0.17405877586970794,0.48,0.006042789807526225,0.0952380952380952
0.8571428571428571,0.3071428571428571,0.055,0.3912465171459377,0.7133587966983681,0.614620762752714,0.1855337045740767,0.92,0.0037333955565926,0.2857142857142857
0.8311209747899789,0.16162735714290172,0.09135446764704595,0.47688883969440493,0.5716314924480443,0.5546034096492567,0.3712303345621026,0.9688102117646765,0.03773080605264696,0.25666058823531157
0.8052702500291729,0.516173293683208,0.20236786944217544,0.4707668546835586,0.7900547612464058,0.36464466084216196,0.2814995470919388,0.72,0.0045006763990276385,0.0476190476190476
0.0714285714285714,0.3857142857142857,0.0499999999999999,0.6027213384922122,0.8754419606807097,0.4384298327106894,0.1388746655710406,0.4,0.0183169719495324,0.6666666666666666
0.19310852978287016,0.28596567264001305,0.06344205101598395,0.573704262875414,0.8174542282720858,0.48247534951075954,0.09068129636828774,0.4,0.026248435044584777,0.6666666666666666
0.5609328069310578,0.24391389091257915,0.15882648242587025,0.3830938354119023,0.7849330793644246,0.47431327533783124,0.7016278096882339,0.055305929703481034,0.03257748598596098,0.9523809523809524
0.4428571428571428,0.3857142857142857,0.18,0.4418732092152868,0.7073483541792311,0.5707970724942324,0.6189422309861591,0.96,0.0095668261137685,0.3809523809523809
0.0214285714285714,0.3785714285714285,0.0799999999999999,0.4744854153982081,0.3799233618525345,0.8795710376497234,0.127156854846662,0.4,0.0233170552842547,0.6190476190476191
0.2642857142857143,0.4857142857142857,0.0799999999999999,0.5933280094614828,0.5740188086682944,0.3196522696045925,0.608264140526365,0.4,0.0287338122302038,0.8571428571428571
0.4071428571428571,0.48099708194714363,0.39735836589040036,0.2723886522513227,0.009382851579347214,0.614095487648417,0.2486234044036974,0.24,0.006595075873981163,0.1428571428571428
0.05499578467308344,0.05194058207888253,0.0199999999999999,0.7195780109855922,0.8915474302652573,0.6534882688314044,0.34937265453814115,0.92,0.005066259316181638,0.7619047619047619
0.1649932064068777,0.09765168881391606,0.029504755515185527,0.36578654418323986,0.918506953450355,0.5969240983295249,0.31826160943976445,0.92,0.011663368087452705,0.7619047619047619
0.040033951431438466,0.8813248517034108,0.9667108905711418,0.4157988185080185,0.9176912988408833,0.3636008859765243,0.33563297940596776,0.92,0.0044643209450953205,0.0
0.6414251047788707,0.2464199048043198,0.17050121332739523,0.4413083979483589,0.7985255568269898,0.4163571835082521,0.8858685657906281,0.028003235539720613,0.018566234626057727,0.9523809523809524
0.23293346091521278,0.9624814084780907,0.9631054789019952,0.37239409363949344,0.9211279373789221,0.3502999847271525,0.3453599099572528,0.92,0.003943901409246234,0.0
0.1522720589093166,0.15130672165962883,0.1223284927821737,0.6056316203182439,0.4318925773766966,0.391579958260856,0.22608464623155064,0.6790852948382597,0.011688307520197831,0.5551925773167697
0.790988632695775,0.5811211060968207,0.222615914225915,0.5271944122039469,0.7633064412218249,0.3835960455043436,0.3270836090342314,0.683814537238536,0.009804141958844662,0.0476190476190476
0.25856691507951257,0.16858045555526047,0.038753949305426465,0.3605519631188821,0.8953741869153102,0.6693710758850209,0.3203292617889931,0.92,0.009065764614629802,0.7619047619047619
0.031132246565169587,0.06266692377061636,0.05452626587448167,0.18622086000325133,0.9056731921308449,0.5013403297438825,0.32196645272816826,0.8301920326773243,0.009731683670157,0.807725153395923
0.3928571428571428,0.4428571428571428,0.055,0.733077462597118,0.6466768976678159,0.4808404318669375,0.1798483449980287,0.48,0.0404840080668011,0.0952380952380952
0.7785714285714286,0.1714285714285714,0.115,0.4142774874360997,0.5396161014315409,0.5007413266132523,0.6249865218097735,1.0,0.0066501108351805,0.238095238095238
0.3142857142857143,0.5,0.0849999999999999,0.6085301613167191,0.5819847521009566,0.6329074723149064,0.1832190116988212,0.48,0.0108168469474491,0.0952380952380952
0.0785714285714285,0.4714285714285714,0.06,0.3183231475674116,0.0841679757910787,0.3486123608086009,0.2244459652456499,0.28,0.0374839580659677,0.4285714285714285
0.20948736182212144,0.14484734445821784,0.03680342943962375,0.2517744540075911,0.8934262495787613,0.6577954637422616,0.3120701329012868,0.92,0.007728027384382129,0.7619047619047619
0.7073326774056394,0.08015185621022584,0.21305314967357905,0.6004104831162523,0.9324763825247736,0.43792053424770655,0.020410683124239458,0.8,0.02019494915385065,0.7142857142857142
0.5972955132569466,0.23262815868600858,0.187839711080206,0.48226059049807796,0.7813977392776598,0.4948237616838387,0.5448113185989656,0.9848548742389013,0.0288626593825456,0.3809523809523809
0.16352274537856162,0.12903378558968503,0.12228156424833408,0.5707029338299284,0.9198842857103813,0.38495946936156494,0.46415257674222715,0.92,0.022684096257428867,0.1904761904761904
0.5489416086946536,0.24847888354062234,0.16915115688365023,0.4669737139382286,0.7417323052743219,0.48475920399336137,0.5373047492465198,1.0,0.02034883963010825,0.3809523809523809
0.5785714285714285,0.25,0.2,0.4860073589700742,0.7757975527931401,0.4545599410020227,0.5543256845263426,0.92,0.0033167219453657,0.3809523809523809
0.8410134352178937,0.09359462591284243,0.23435470232626282,0.5519772341734012,0.8935250827529679,0.47395819856118016,0.002384336961053547,0.8,0.02138928156581229,0.7142857142857142
0.3999999999999999,0.3714285714285714,0.215,0.6524126661440279,0.9191194606150862,0.4667512413548842,0.1559598338750859,0.92,0.0049834163902731,0.8095238095238095
0.3871873726463153,0.7423578702680481,0.607247352462765,0.755565895230241,0.7801125214917619,0.39212429201864313,0.255410054398808,0.762657433821505,0.033962252061014775,0.19996702555299392
0.0,0.0999999999999999,0.13,0.4789763446946039,0.9347011215534006,0.4303351301254438,0.5694958143815401,0.92,0.0406506775112918,0.1904761904761904
0.3101192469272706,0.4844493798483769,0.09557282946931908,0.7076417389334269,0.6181047089415553,0.471837181114278,0.19074347854887785,0.44,0.014534380802283909,0.0952380952380952
0.2428571428571428,0.3,0.07,0.5305064440564806,0.8304587809615549,0.4764979526390138,0.1183441704769021,0.4,0.0183169719495324,0.6666666666666666
0.7387304405532071,0.30841287775463827,0.06655557348974955,0.43877632124895116,0.7279392682770703,0.4545882411176093,0.19295003370919242,0.92,0.006426936699172553,0.2857142857142857
0.30845490003002185,0.4141253778616461,0.08807145050735538,0.5577809673051599,0.5874646361078835,0.4716950314508085,0.15805812798582883,0.48,0.00903449073695892,0.22507264753898915
0.6857142857142857,0.5785714285714285,0.23,0.6049733255560512,0.7317610991375583,0.4280672815214396,0.2579079440862168,0.72,0.0333172219536992,0.0476190476190476
0.16322054825521787,0.37219089962733853,0.07287280811067366,0.5340241054271487,0.6940230673265635,0.44803427709642096,0.10384611711287707,0.44766082162846327,0.022004898729866516,0.5531885199322303
0.8428571428571429,0.25,0.15,0.50286251657403,0.5161745499439047,0.6151188696629244,0.3641019613304561,1.0,0.0062334372239537,0.238095238095238
0.1071428571428571,0.8428571428571429,0.995,0.3931560961118187,0.9132788259422296,0.4449564220260472,0.3419153314976604,0.92,0.008316805280088,0.0
0.240587291788905,0.6907884022480781,0.7318141394620403,0.9536405883688234,0.8144655099761534,0.3945836111844563,0.1919238199679193,0.8374577668035736,0.045167981426519975,0.4819752650935462
0.04096710634735986,0.4394943587338516,0.05396907667054409,0.7531031865770892,0.21663146257623803,0.4375105469873665,0.48796523306932077,0.3964719318484052,0.01890499310848419,0.8571428571428571
0.37251382356060125,0.4857142857142857,0.3709116117909051,0.24303027530383306,0.050965893175208936,0.6719604703324189,0.2648802068093908,0.24,0.00826615933649421,0.1428571428571428
0.2701293448914846,0.47309735479847137,0.3880517379565938,0.2777896375640946,0.017907566780763287,0.4089963728701461,0.22110937717602197,0.24,0.009545268272557049,0.1428571428571428
0.20696388860603632,0.0862575913193946,0.1558859058229271,0.36173716914044807,0.8914460034432334,0.41153712061883585,0.32382776633247595,0.544304251138861,0.06928724592754225,0.9047619047619048
0.1568292491788214,0.3928179418616384,0.07505488139370618,0.4778613929059267,0.6206762555863476,0.4601799757333021,0.10591404355405526,0.48,0.01912745154348141,0.4761904761904761
0.15676770539083898,0.09768157291105055,0.14188550518867724,0.7077408183871309,0.4259487665192595,0.41698220795193647,0.27784692487612456,0.72,0.01757116159483079,0.5714285714285714
0.707426632490653,0.12098033047975121,0.10882844216604354,0.48476256709122023,0.5896025956340364,0.5766038953865787,0.5980805842586605,1.0,0.020891131374502842,0.238095238095238
0.8428571428571429,0.2,0.125,0.4392023519618748,0.617880461583916,0.4444331467670611,0.5500707874794449,1.0,0.0046500775012916,0.238095238095238
0.30003475235249616,0.4928285232727343,0.39000143097922046,0.2993563871778449,0.0002757084311316646,0.628356946160243,0.16374212556571913,0.2799885521662366,0.03997469821337077,0.1428571428571428
0.670994995133322,0.34437465989051597,0.08757587585166861,0.30905636791652247,0.6537155974256265,0.40343741532733507,0.17229233556902462,0.2,0.0089479761578639,0.5238095238095237
0.1999999999999999,0.1285714285714285,0.115,0.6081104480811439,0.4180899954871595,0.3376618968602662,0.2725938452478686,0.72,0.0063167719461991,0.5714285714285714
0.22760564944205047,0.12637023383935467,0.11327041815622586,0.6349532835825265,0.42959691818754964,0.48396385054232754,0.27155529111274457,0.72,0.03134395729255958,0.5714285714285714
0.1714285714285714,0.9,0.955,0.3789772135800522,0.810576044425786,0.3464360940097681,0.1621459562887923,0.72,0.0074834580576342,0.3333333333333333
0.24663788873537984,0.13258229801468632,0.11724608688822438,0.49211119359733535,0.9408626866642714,0.35597532779246127,0.733319013874691,0.92,0.015421811263331132,0.1904761904761904
0.8178770931157376,0.03212290688426225,0.23450279303620325,0.5750086682170796,0.8957541489959951,0.39207741438608573,0.02919604010836782,0.8,0.043803534653682794,0.7142857142857142
0.0714285714285714,0.5285714285714286,0.065,0.3511838583458002,0.4807509952523567,0.3296838963755092,0.5906667241926093,0.36,0.008316805280088,0.8571428571428571
0.8058174442296122,0.07910262035020263,0.21,0.538815333674139,0.8852723528079829,0.43347265805879726,0.04996999082014669,0.8251841205489877,0.018162894812845713,0.8201134246500875
0.7690141592057481,0.12245302823849999,0.10770810936329211,0.5056278529717763,0.4812642453601521,0.5822189356661774,0.44218989271850606,1.0,0.038736080072137816,0.238095238095238
0.25627757979059473,0.2304425882028142,0.1615210470205858,0.38147883945675504,0.9106821885255423,0.5053681345500514,0.5339727127206464,0.92,0.014064554017248996,0.7906103081134069
0.8456976198088784,0.2814119055231641,0.06801166613378515,0.44470483706643116,0.7666722787008514,0.5999922370128163,0.21846898705551032,0.92,0.007224060979976785,0.2857142857142857
0.22046640065818715,0.26466488423336443,0.060408100575913816,0.5918683686214696,0.8000931749697245,0.4649745315095459,0.11595865279873571,0.4,0.02588511484789971,0.6666666666666666
